,z1_TRAF_COMP,z2_TRAF_DENS,z3_RISK_INDEX,z4_DELAY,EffScores
0,0.48427938748738664,0.8993942924290577,0.5003039164407075,0.7351002116206603,0.6616480046494375
1,0.5767558627593129,0.4748540511094004,0.7897065810505016,0.9256609944622483,0.965595431048616
2,0.8177151688394083,0.9903175881367529,0.6577098446330104,0.47125360253370874,0.8545350958698318
3,0.997451503531687,0.41408693646113326,0.8856434146000401,0.7434248628469782,0.6425829613291643
4,0.07819364585822586,0.29652535570858285,0.4271894802049099,0.5271528909705943,0.35172635465421254
5,0.1332924573990838,0.9880374990702248,0.050711966994429925,0.6792849093237637,0.4845986064216776
6,0.38149282091770076,0.9873104322157031,0.19615110454658236,0.6698895822389053,0.9788942195618627
7,0.21495490952927443,0.12694396327806312,0.5442171167318486,0.9305842269593521,0.6437868726039406
8,0.4582568011135305,0.07514383979234418,0.8207717655595802,0.6194024821585598,0.8588797328141397
9,0.9104043818349988,0.7828554496094595,0.8644986163089697,0.4296777490031276,0.9976380662454365
10,0.6478245563910965,0.9181010534834722,0.4354518552675085,0.9424932788864696,0.2733406312370651
11,0.8633850887529911,0.6463867181100867,0.2430105179280171,0.056273045948289746,0.3958348339126311
12,0.3669117515297263,0.18346791710819643,0.4204064844083857,0.21688274936637464,0.9449903678701318
13,0.003794346622400302,0.3065902317040434,0.184880173684693,0.5694047882063071,0.37582932879992426
14,0.08657608002363015,0.36525892652838765,0.004170025888239781,0.4507756930005107,0.06870397334419931
15,0.1464087400384163,0.5087895525555971,0.256630388589398,0.059591630953441,0.31577965317749324
16,0.16574873501646492,0.2499380665817047,0.7905856944755922,0.6535864333836112,0.19627668881532134
17,0.4317485615707305,0.3524895328933658,0.018583647697906214,0.9958792473932453,0.12786985484326918
18,0.0154085358967746,0.292975196981618,0.3591312543350501,0.25337091140399925,0.6693004548009288
19,0.2735718948089817,0.2697378641881695,0.6960541163274879,0.6589991517867986,0.04652782550623258
20,0.9102692319964123,0.8997146806289907,0.5226115439109285,0.81431869848684,0.5658029553434039
21,0.6648367822309712,0.6321442432521815,0.4052267730428447,0.6381561707638106,0.3749711264549731
22,0.924089039584275,0.958317210244508,0.17851308574958658,0.06348442358098061,0.7208030330530818
23,0.32043745528953715,0.7684046115791264,0.9108195093847751,0.417640553132656,0.5397060831162762
24,0.4454028782724442,0.9885783548341627,0.19140247597940374,0.19010794218810445,0.04222171924856066
25,0.789292078500658,0.8788674964105093,0.8702196070518069,0.16771775407002654,0.8325975134122765
26,0.4739562569363157,0.23886379067887253,0.37534917224368347,0.7610115160911093,0.057345846093450836
27,0.21937869612913807,0.2366212905803846,0.6124099403168765,0.2067751917323285,0.8880877453771602
28,0.8560096949321738,0.1862012128074626,0.9126113056052478,0.04067453073476568,0.8501002088035443
29,0.6889681548547532,0.20939724020587558,0.46580058647909384,0.9096565509551364,0.07079633828764909
30,0.54089756227636,0.7680937847308464,0.9538131097560942,0.8840235820797895,0.691209714992991
31,0.8885864808778744,0.5453473824976298,0.989178720855172,0.45780279299859183,0.8223370813903479
32,0.9011520762948482,0.5211286476276867,0.07338203083869033,0.7831632870452174,0.7828938828883859
33,0.5774589474001314,0.95051983551293,0.20072059817878085,0.8537854555869658,0.6050079117915298
34,0.11216961651288104,0.6883066425201713,0.08166955527281172,0.572726393833344,0.030003881264342502
35,0.17616600245201675,0.37926048843141125,0.16275215911074836,0.2543066609543916,0.5505939841674145
36,0.07092245413461495,0.15597126081574597,0.5800995837669682,0.6781846940696845,0.7972501976098497
37,0.9313021276476685,0.7370729282597906,0.9525943786263852,0.42520323773240754,0.9909371502341285
38,0.25131647506481325,0.9859328646686585,0.6386423304502801,0.6617588808760658,0.6534937358958811
39,0.9792485609809011,0.21264607872127106,0.2147840410198989,0.2515960277222674,0.7291643145350375
40,0.6930832710753998,0.27396047479732866,0.8608766841897979,0.2878703198353688,0.7527587895734678
41,0.672362774898945,0.9683458591310714,0.7634366200307555,0.6279800089711235,0.8517957161455043
42,0.8748702092917859,0.9471325467256662,0.6831946190929619,0.26958164841020427,0.456825438690488
43,0.0679021835549356,0.5430639396169862,0.9274574246132493,0.6711179508695405,0.4513628505602286
44,0.6727830269487252,0.5106739789191653,0.8284050460636221,0.5738435612107481,0.6485043079714403
45,0.6399956041359524,0.6842771509955343,0.9329797332631942,0.2998669016249531,0.7257172271953964
46,0.5314746112071527,0.5203780504135034,0.13226264031803914,0.5021315880887656,0.4616501046012049
47,0.7641558420464553,0.6840838583407401,0.9317801729585282,0.15495514521943887,0.3986000241403531
48,0.8977929392668835,0.5258716214887956,0.6255818928015606,0.15866335560610978,0.8632258895281485
49,0.00766629203442426,0.10038023985656819,0.0861285192231267,0.06192691268932882,0.9713183085892005
50,0.22116867593898637,0.18115011261956504,0.6172354082406466,0.9816275550524459,0.053432886326947315
51,0.5408029041873983,0.24946398445136797,0.6234454704395478,0.6992281189894872,0.8356320151372711
52,0.15205917364960542,0.17546339484795936,0.8168021762726793,0.46736938226413804,0.8048029248854409
53,0.5924644369326667,0.4489283331561621,0.44393842470269773,0.6855136902041655,0.5019046298087841
54,0.2833109736378526,0.40112608590305876,0.4301276245718756,0.9131831545097612,0.9419056929915121
55,0.23993487850804862,0.03899458086574448,0.5433124554335185,0.8689763743764622,0.80518296723719
56,0.29836283360054583,0.8828810521321693,0.3871462535120751,0.9754880606129136,0.3737250758819505
57,0.9893026646447082,0.7911003724790919,0.600870091647422,0.8069278387040604,0.6983569900428842
58,0.5114200027033529,0.7659555703159924,0.13805254079909857,0.4445961785476057,0.6505197309928303
59,0.07029965711338704,0.7414461610812207,0.6085944895406827,0.1036492912248006,0.5979746879370693
60,0.1585196387391652,0.49962504707259525,0.4812494306715349,0.2795064616866876,0.3012321527986852
61,0.6503767773136669,0.09553802717869786,0.028021839594084663,0.30365882669721034,0.40438606116989906
62,0.9804675530609118,0.7987279706545798,0.1675844644166098,0.7899740600302954,0.12600185280465415
63,0.27401778031808643,0.4563506429174945,0.2183309638373656,0.4420848462263718,0.3241836245013071
64,0.719440033697189,0.24886102075319316,0.5407769746167808,0.4818186807581786,0.5944723218698389
65,0.18954001823977107,0.6716078476650865,0.8349638140459738,0.9710503901661585,0.4455814263969108
66,0.4974559743172705,0.7461216121201399,0.3136688593782926,0.3317968495569087,0.33249633980768256
67,0.7344179320292171,0.4585697911688724,0.4905063214707672,0.7379346097299426,0.6137263384314089
68,0.033088458145955735,0.2784382391304918,0.49509753150699165,0.3143557996043649,0.8798799649410491
69,0.05797086975175614,0.7805426580844652,0.5097620084790003,0.1140093082271243,0.26232073532012734
70,0.4491574102689184,0.6189694508751579,0.8187227039844547,0.7977085414948365,0.2915700086718994
71,0.8500600657025672,0.935477667866371,0.5045095983221181,0.27322200342028835,0.6124541204422244
72,0.08297780969177815,0.23867778785413607,0.17899269153854258,0.9900778621543648,0.02608519158607414
73,0.2920416588354431,0.828695922191849,0.6429078176229337,0.8708540329497645,0.09608903082621745
74,0.43846963254682614,0.14617748326219282,0.7411319936706573,0.09410733591786047,0.9415296097612925
75,0.6702440348511595,0.24105319570993866,0.9457229965135366,0.11619656773270448,0.4090849381677859
76,0.6813588203154215,0.4896677412338143,0.4129260294046214,0.17115389739203135,0.7115018297464155
77,0.8743121606885301,0.24562994495316237,0.844783725438956,0.047005308684724856,0.7600197565794591
78,0.1470310240402184,0.2082203032856973,0.4852279926761699,0.7434170512200992,0.7491657114148254
79,0.8719408946989781,0.6337738548725849,0.08291527881128302,0.17423684015031426,0.3390492378064499
80,0.5141788530477789,0.7493839739150646,0.4606958639526876,0.026765687785847647,0.9977490419663864
81,0.8808273295002104,0.8661715972253643,0.8103254522850378,0.3986323205792296,0.6359231263075955
82,0.9598449267971051,0.7260178887782135,0.6868638954422468,0.3577919653294952,0.2953202916007712
83,0.7038088590436306,0.25189703471894176,0.6945596406393703,0.8103829560320206,0.4498080165243
84,0.9747575469035078,0.23876852936517023,0.07738347425985304,0.7937467221938534,0.31790604946630596
85,0.5152479463797172,0.5946315287675659,0.876487811263461,0.7433482344444188,0.07424204132732404
86,0.21904285866637874,0.34361949587623064,0.32240683938365844,0.21068083346542776,0.6595548389624429
87,0.0222724123115986,0.3831797804530481,0.09245213612670478,0.8514117098234695,0.4470542864258331
88,0.5792585903484713,0.3729899423994689,0.5231600988632117,0.13762413100584603,0.2951224226367345
89,0.10841168384983446,0.5133696161086915,0.05544939288430484,0.31986764495769104,0.16411263745285165
90,0.16706685702575785,0.7276678787289419,0.6408414548249475,0.03787976318346409,0.7005176608191481
91,0.41214778461489965,0.19579154943937416,0.0658297333230593,0.14436032149713596,0.3212660498300981
92,0.5235833824112399,0.6195636289544102,0.37137677380296485,0.30448791225489313,0.5889855559170698
93,0.6940357705273462,0.5230968368107586,0.168688378510797,0.8590678034861671,0.1215203854835194
94,0.1312835187959579,0.22799793961703274,0.005236993325035133,0.42241352663332765,0.026312287373816523
95,0.07446909768374421,0.20603996369411348,0.16074581256100462,0.5026021272345924,0.8061519857069711
96,0.41141969342294527,0.4386454986757855,0.8022567032005852,0.6527363255372025,0.21267172660791378
97,0.4583685408572089,0.13678206457632835,0.9462507003575169,0.09949951806185597,0.3518136448988268
98,0.5747136938243419,0.9361600750032035,0.6096731753634893,0.31386063123890895,0.564655353778905
99,0.7089250816060652,0.31093109005076025,0.5084010204266629,0.47667055834304206,0.9607779732752781
100,0.47763619625684295,0.015381304097756066,0.8437984517971593,0.9146682079867698,0.2071200013408755
101,0.9076218405059047,0.9147218749654475,0.2954567689301515,0.526932203332304,0.3330067845823179
102,0.09272063858131285,0.8066178091682602,0.21364471552527742,0.06892408761696256,0.3848795821542489
103,0.3651974243953551,0.17851118799669874,0.6934960309938941,0.6462202956348903,0.026214293810212896
104,0.6023447662584985,0.4500857180770652,0.7287655645197879,0.14447960694706896,0.35393027336840777
105,0.6266884060751358,0.05946947248720824,0.4594609007665996,0.6105961060265187,0.2708869637363427
106,0.42191693434493527,0.04761101086704522,0.7035753941192808,0.6329862932697989,0.6721872943487576
107,0.8815750796426115,0.2050310803546772,0.4817738389107523,0.41868573130920905,0.5337405926597928
108,0.5940387938279856,0.24689449208273295,0.31247494702124234,0.5703500512657014,0.5920688839561646
109,0.5677889093691678,0.7182093709575955,0.22246145716848442,0.1641093204895031,0.7221600411015208
110,0.2701114140023506,0.7576490712722546,0.3094315513175402,0.5576396058136787,0.20169494179547476
111,0.7666908213079974,0.1560720094446516,0.812282595087208,0.09511971675614994,0.034253407775536315
112,0.5300771180459802,0.03368191339500182,0.5676046880920564,0.11254135837275492,0.31634748592798323
113,0.5815201772463502,0.5921862654412081,0.86126113893189,0.8882124257859705,0.20142908869703346
114,0.8039002992502748,0.38695805365711233,0.7791573025853089,0.5503995650542112,0.11334973367346135
115,0.28853786303715123,0.853635528826986,0.30216378337504435,0.9195975307730694,0.33385859269859264
116,0.9105438621033372,0.4745045467246607,0.13364602282191462,0.030748596677668272,0.2795094767421261
117,0.19268108624727187,0.14235955627615737,0.7812216006504609,0.8614871683704289,0.31314668772164544
118,0.7083534599800139,0.2687220581589975,0.691896531902243,0.6306655776039871,0.32943525141451235
119,0.25954309879352866,0.7298245431308352,0.2068232870956469,0.79960078358491,0.9195064867156804
120,0.3417882388635741,0.24111101925720313,0.9663547436905688,0.3969234154188177,0.6136793844228207
121,0.015332901332941629,0.6820700757311318,0.8976092176285875,0.3131014067712343,0.19635231538024234
122,0.10181608641628304,0.697001212156765,0.3124251657901491,0.48809131697150177,0.35880855934119693
123,0.7489332448343026,0.301151805413714,0.36141577071187014,0.11591954698648577,0.2532167627928721
124,0.8847832801392777,0.9040313468631596,0.9973630001833722,0.11168398492579112,0.9881894060584698
125,0.7111629121181273,0.42289066440925105,0.2576057546095608,0.0011406642142791634,0.8118336992581594
126,0.24378621933348854,0.5666221574310628,0.3247308520901351,0.32432498431324686,0.2040257927943515
